"X.Class.....anage.Class","X.Genus.....anage.Genus","X.Species.....anage.Species","X.Common.name.....anage.Common.name","X.Regen_present.....rep.0..length.anage.Species..","X.Limb_regen.....rep.0..length.anage.Species..","X.Oocyte_regen.....rep.0..length.anage.Species..","X.Tooth_replace.....rep.0..length.anage.Species..","X.Indeterminate_growth.....rep.0..length.anage.Species..","X.Negligible_senescence.....rep.0..length.anage.Species.."
"Aves","Geronticus","eremita","Northern bald ibis",0,0,0,0,0,0
"Aves","Nipponia","nippon","Crested ibis",0,0,0,0,0,0
"Aves","Phimosus","infuscatus","Whispering ibis",0,0,0,0,0,0
"Aves","Platalea","ajaja","Roseate spoonbill",0,0,0,0,0,0
"Aves","Platalea","alba","African spoonbill",0,0,0,0,0,0
"Aves","Platalea","flavipes","Yellow-billed spoonbill",0,0,0,0,0,0
"Aves","Platalea","leucorodia","Eurasian spoonbill",0,0,0,0,0,0
"Aves","Platalea","minor","Black-faced spoonbill",0,0,0,0,0,0
"Aves","Platalea","regia","Royal spoonbill",0,0,0,0,0,0
"Aves","Plegadis","chihi","White-faced ibis",0,0,0,0,0,0
"Aves","Plegadis","falcinellus","Glossy ibis",0,0,0,0,0,0
"Aves","Plegadis","ridgwayi","Puna ibis",0,0,0,0,0,0
"Aves","Pseudibis","papillosa","Black ibis",0,0,0,0,0,0
"Aves","Theristicus","caerulescens","Plumbeous ibis",0,0,0,0,0,0
"Aves","Theristicus","caudatus","Buff-necked ibis",0,0,0,0,0,0
"Aves","Theristicus","melanopis","Black-faced ibis",0,0,0,0,0,0
"Aves","Threskiornis","aethiopicus","Sacred ibis",0,0,0,0,0,0
"Aves","Threskiornis","melanocephalus","Black-headed ibis",0,0,0,0,0,0
"Aves","Threskiornis","molucca","Australian white ibis, or Australian ibis",0,0,0,0,0,0
"Aves","Threskiornis","spinicollis","Straw-necked ibis",0,0,0,0,0,0
"Aves","Phaethon","aethereus","Red-billed tropicbird",0,0,0,0,0,0
"Aves","Phaethon","rubricauda","Red-tailed tropicbird",0,0,0,0,0,0
"Aves","Phoeniconaias","minor","Lesser flamingo",0,0,0,0,0,0
"Aves","Phoenicopterus","chilensis","Chilean flamingo",0,0,0,0,0,0
"Aves","Phoenicopterus","roseus","Greater flamingo",0,0,0,0,0,0
"Aves","Phoenicopterus","ruber","American flamingo",0,0,0,0,0,0
"Aves","Colaptes","auratus","Northern flicker",0,0,0,0,0,0
"Aves","Dendrocopos","leucotos","White-backed woodpecker",0,0,0,0,0,0
"Aves","Dendrocopos","major","Great spotted woodpecker",0,0,0,0,0,0
"Aves","Dendrocopos","medius","Middle spotted woodpecker",0,0,0,0,0,0
"Aves","Dendrocopos","minor","Lesser spotted woodpecker",0,0,0,0,0,0
"Aves","Dendrocopos","syriacus","Syrian woodpecker",0,0,0,0,0,0
"Aves","Dryocopus","martius","Black woodpecker",0,0,0,0,0,0
"Aves","Dryocopus","pileatus","Pileated woodpecker",0,0,0,0,0,0
"Aves","Jynx","torquilla","Eurasian wryneck",0,0,0,0,0,0
"Aves","Melanerpes","aurifrons","Golden-fronted woodpecker",0,0,0,0,0,0
"Aves","Melanerpes","carolinus","Red-bellied woodpecker",0,0,0,0,0,0
"Aves","Melanerpes","erythrocephalus","Red-headed woodpecker",0,0,0,0,0,0
"Aves","Melanerpes","formicivorus","Acorn woodpecker",0,0,0,0,0,0
"Aves","Melanerpes","uropygialis","Gila woodpecker",0,0,0,0,0,0
"Aves","Picoides","borealis","Red-cockaded woodpecker",0,0,0,0,0,0
"Aves","Picoides","nuttallii","Nuttall's woodpecker",0,0,0,0,0,0
"Aves","Picoides","pubescens","Downy woodpecker",0,0,0,0,0,0
"Aves","Picoides","scalaris","Ladder-backed woodpecker",0,0,0,0,0,0
"Aves","Picoides","tridactylus","Eurasian three-toed woodpecker, or Three-toed woodpecker",0,0,0,0,0,0
"Aves","Picoides","villosus","Hairy woodpecker",0,0,0,0,0,0
"Aves","Picus","canus","Grey-faced woodpecker, or Grey-headed woodpecker",0,0,0,0,0,0
"Aves","Picus","viridis","Eurasian green woodpecker",0,0,0,0,0,0
"Aves","Sphyrapicus","nuchalis","Red-naped sapsucker",0,0,0,0,0,0
"Aves","Sphyrapicus","ruber","Red-breasted sapsucker",0,0,0,0,0,0
"Aves","Sphyrapicus","varius","Yellow-bellied sapsucker",0,0,0,0,0,0
"Aves","Ramphastos","toco","Toco toucan",0,0,0,0,0,0
"Aves","Aechmophorus","occidentalis","Western grebe",0,0,0,0,0,0
"Aves","Podiceps","auritus","Horned grebe",0,0,0,0,0,0
"Aves","Podiceps","cristatus","Great crested grebe",0,0,0,0,0,0
"Aves","Podiceps","grisegena","Red-necked grebe",0,0,0,0,0,0
"Aves","Podiceps","nigricollis","Eared grebe",0,0,0,0,0,0
"Aves","Podilymbus","podiceps","Pied-billed grebe",0,0,0,0,0,0
"Aves","Tachybaptus","ruficollis","Little grebe",0,0,0,0,0,0
"Aves","Diomedea","antipodensis","Antipodean albatross",0,0,0,0,0,0
"Aves","Diomedea","epomophora","Royal albatross",0,0,0,0,0,0
"Aves","Diomedea","exulans","Wandering albatross",0,0,0,0,0,0
"Aves","Phoebastria","albatrus","Short-tailed albatross",0,0,0,0,0,0
"Aves","Phoebastria","immutabilis","Laysan albatross",0,0,0,0,0,0
"Aves","Phoebastria","irrorata","Waved albatross",0,0,0,0,0,0
"Aves","Phoebastria","nigripes","Black-footed albatross",0,0,0,0,0,0
"Aves","Phoebetria","palpebrata","Light-mantled albatross",0,0,0,0,0,0
"Aves","Thalassarche","carteri","Indian yellow-nosed albatross",0,0,0,0,0,0
"Aves","Thalassarche","cauta","Shy albatross",0,0,0,0,0,0
"Aves","Thalassarche","chlororhynchos","Yellow-nosed albatross",0,0,0,0,0,0
"Aves","Thalassarche","chrysostoma","Grey-headed albatross",0,0,0,0,0,0
"Aves","Thalassarche","impavida","Campbell albatross",0,0,0,0,0,0
"Aves","Thalassarche","melanophris","Black-browed albatross",0,0,0,0,0,0
"Aves","Hydrobates","pelagicus","European storm petrel",0,0,0,0,0,0
"Aves","Oceanodroma","castro","Harcourt's storm petrel",0,0,0,0,0,0
"Aves","Oceanodroma","furcata","Fork-tailed storm petrel",0,0,0,0,0,0
"Aves","Oceanodroma","homochroa","Ashy storm-petrel",0,0,0,0,0,0
"Aves","Oceanodroma","leucorhoa","Leach's storm petrel",0,0,0,0,0,0
"Aves","Oceanodroma","tristrami","Sooty storm petrel",0,0,0,0,0,0
"Aves","Pelagodroma","marina","White-faced storm-petrel",0,0,0,0,0,0
"Aves","Bulweria","bulwerii","Bulwer's petrel",0,0,0,0,0,0
"Aves","Calonectris","diomedea","Cory's shearwater",0,0,0,0,0,0
"Aves","Daption","capense","Cape petrel",0,0,0,0,0,0
"Aves","Fulmarus","glacialis","Northern fulmar",0,0,0,0,0,0
"Aves","Fulmarus","glacialoides","Southern fulmar",0,0,0,0,0,0
"Aves","Macronectes","giganteus","Southern giant petrel",0,0,0,0,0,0
"Aves","Macronectes","halli","Northern giant petrel",0,0,0,0,0,0
"Aves","Pachyptila","turtur","Fairy prion",0,0,0,0,0,0
"Aves","Pagodroma","nivea","Snow petrel",0,0,0,0,0,0
"Aves","Procellaria","parkinsoni","Black petrel",0,0,0,0,0,0
"Aves","Pterodroma","alba","Phoenix petrel",0,0,0,0,0,0
"Aves","Pterodroma","arminjoniana","Trindade petrel",0,0,0,0,0,0
"Aves","Pterodroma","hypoleuca","Bonin petrel, or Bonin Island petrel",0,0,0,0,0,0
"Aves","Pterodroma","leucoptera","Gould's petrel",0,0,0,0,0,0
"Aves","Pterodroma","macroptera","Great-winged petrel",0,0,0,0,0,0
"Aves","Pterodroma","phaeopygia","Galapagos petrel, or Darked-rump petrel",0,0,0,0,0,0
"Aves","Pterodroma","sandwichensis","Hawaiian petrel",0,0,0,0,0,0
"Aves","Pterodroma","solandri","Providence petrel",0,0,0,0,0,0
"Aves","Puffinus","carneipes","Flesh-footed shearwater",0,0,0,0,0,0
"Aves","Puffinus","griseus","Sooty shearwater",0,0,0,0,0,0
"Aves","Puffinus","lherminieri","Audubon's shearwater",0,0,0,0,0,0
"Aves","Puffinus","mauretanicus","Balearic shearwater",0,0,0,0,0,0
"Aves","Puffinus","nativitatis","Christmas Island shearwater",0,0,0,0,0,0
"Aves","Puffinus","pacificus","Wedge-tailed shearwater",0,0,0,0,0,0
"Aves","Puffinus","puffinus","Manx shearwater",0,0,0,0,0,0
"Aves","Puffinus","tenuirostris","Short-tailed shearwater",0,0,0,0,0,0
"Aves","Thalassoica","antarctica","Antarctic petrel",0,0,0,0,0,0
"Aves","Agapornis","fischeri","Fischer's lovebird",0,0,0,0,0,0
"Aves","Agapornis","lilianae","Nyasa loverbird",0,0,0,0,0,0
"Aves","Agapornis","pullarius","Red-headed lovebird",0,0,0,0,0,0
"Aves","Agapornis","roseicollis","Rosy-faced lovebird",0,0,0,0,0,0
"Aves","Agapornis","taranta","Black-winged lovebird",0,0,0,0,0,0
"Aves","Alisterus","scapularis","Australian king parrot",0,0,0,0,0,0
"Aves","Amazona","aestiva","Blue-fronted amazon",0,0,0,0,0,0
"Aves","Amazona","albifrons","White-fronted parrot",0,0,0,0,0,0
"Aves","Amazona","amazonica","Orange-winged amazon",0,0,0,0,0,0
"Aves","Amazona","auropalliata","Yellow-naped parrot",0,0,0,0,0,0
"Aves","Amazona","autumnalis","Red-lored parrot",0,0,0,0,0,0
"Aves","Amazona","barbadensis","Yellow-shouldered amazon",0,0,0,0,0,0
"Aves","Amazona","farinosa","Mealy parrot",0,0,0,0,0,0
"Aves","Amazona","festiva","Festive amazon",0,0,0,0,0,0
"Aves","Amazona","finschi","Lilac-crowned parrot",0,0,0,0,0,0
"Aves","Amazona","guildingii","St. Vincent parrot",0,0,0,0,0,0
"Aves","Amazona","leucocephala","Cuban parrot",0,0,0,0,0,0
"Aves","Amazona","ochrocephala","Yellow-crowned parrot",0,0,0,0,0,0
"Aves","Amazona","oratrix","Yellow-headed parrot",0,0,0,0,0,0
"Aves","Amazona","rhodocorytha","Red-browed parrot",0,0,0,0,0,0
"Aves","Amazona","versicolor","St. Lucia amazon",0,0,0,0,0,0
"Aves","Amazona","viridigenalis","Red-crowned parrot",0,0,0,0,0,0
"Aves","Amazona","vittata","Puerto Rican amazon",0,0,0,0,0,0
"Aves","Anodorhynchus","glaucus","Glaucous macaw",0,0,0,0,0,0
"Aves","Anodorhynchus","hyacinthinus","Hyacinth macaw",0,0,0,0,0,0
"Aves","Anodorhynchus","leari","Lear's macaw",0,0,0,0,0,0
"Aves","Aprosmictus","erythropterus","Red-winged parrot",0,0,0,0,0,0
"Aves","Ara","ambiguus","Great green macaw",0,0,0,0,0,0
"Aves","Ara","ararauna","Blue-and-yellow macaw",0,0,0,0,0,0
"Aves","Ara","chloropterus","Red-and-green macaw",0,0,0,0,0,0
"Aves","Ara","glaucogularis","Blue-throated macaw",0,0,0,0,0,0
"Aves","Ara","macao","Scarlet macaw",0,0,0,0,0,0
"Aves","Ara","militaris","Military macaw",0,0,0,0,0,0
"Aves","Ara","rubrogenys","Red-fronted macaw",0,0,0,0,0,0
"Aves","Ara","severus","Chestnut-fronted macaw",0,0,0,0,0,0
"Aves","Aratinga","acuticaudata","Blue-crowned parakeet",0,0,0,0,0,0
"Aves","Aratinga","auricapillus","Golden-capped parakeet",0,0,0,0,0,0
"Aves","Aratinga","canicularis","Orange-fronted parakeet",0,0,0,0,0,0
"Aves","Aratinga","chloroptera","Hispaniolan parakeet",0,0,0,0,0,0
"Aves","Aratinga","erythrogenys","Red-masked parakeet",0,0,0,0,0,0
"Aves","Aratinga","holochlora","Green parakeet",0,0,0,0,0,0
"Aves","Barnardius","zonarius","Port Lincoln ringneck",0,0,0,0,0,0
"Aves","Bolborhynchus","orbygnesius","Andean parakeet",0,0,0,0,0,0
"Aves","Brotogeris","chiriri","Yellow-chevroned parakeet",0,0,0,0,0,0
"Aves","Brotogeris","pyrrhoptera","Grey-cheeked parakeet",0,0,0,0,0,0
"Aves","Brotogeris","sanctithomae","Tui parakeet",0,0,0,0,0,0
"Aves","Brotogeris","tirica","Plain parakeet",0,0,0,0,0,0
"Aves","Brotogeris","versicolurus","Canary-winged parakeet",0,0,0,0,0,0
"Aves","Cacatua","alba","White cockatoo",0,0,0,0,0,0
"Aves","Cacatua","ducorpsii","Ducorps's cockatoo",0,0,0,0,0,0
"Aves","Cacatua","galerita","Sulphur-crested cockatoo",0,0,0,0,0,0
"Aves","Cacatua","goffiniana","Tanimbar cockatoo",0,0,0,0,0,0
"Aves","Cacatua","haematuropygia","Philippine cockatoo",0,0,0,0,0,0
"Aves","Cacatua","leadbeateri","Pink cockatoo",0,0,0,0,0,0
"Aves","Cacatua","moluccensis","Salmon-crested cockatoo",0,0,0,0,0,0
"Aves","Cacatua","ophthalmica","Blue-eyed cockatoo",0,0,0,0,0,0
"Aves","Cacatua","pastinator","Western corella",0,0,0,0,0,0
"Aves","Cacatua","sanguinea","Little corella",0,0,0,0,0,0
"Aves","Cacatua","sulphurea","Yellow-crested cockatoo",0,0,0,0,0,0
"Aves","Cacatua","tenuirostris","Long-billed corella",0,0,0,0,0,0
"Aves","Callocephalon","fimbriatum","Gang-gang cockatoo",0,0,0,0,0,0
"Aves","Calyptorhynchus","banksii","Banksian cockatoo",0,0,0,0,0,0
"Aves","Calyptorhynchus","baudinii","Long-billed black cockatoo",0,0,0,0,0,0
"Aves","Calyptorhynchus","funereus","Yellow-tailed black cockatoo",0,0,0,0,0,0
"Aves","Calyptorhynchus","lathami","Glossy black cockatoo",0,0,0,0,0,0
"Aves","Calyptorhynchus","latirostris","Short-billed black cockatoo",0,0,0,0,0,0
"Aves","Chalcopsitta","atra","Black lory",0,0,0,0,0,0
"Aves","Chalcopsitta","sintillata","Yellow-streaked lory",0,0,0,0,0,0
"Aves","Charmosyna","papou","Papuan lorikeet",0,0,0,0,0,0
"Aves","Conuropsis","carolinensis","Carolina parakeet",0,0,0,0,0,0
"Aves","Coracopsis","nigra","Black parrot",0,0,0,0,0,0
"Aves","Coracopsis","vasa","Vasa parrot",0,0,0,0,0,0
"Aves","Cyanoliseus","patagonus","Patagonian conure",0,0,0,0,0,0
"Aves","Cyanopsitta","spixii","Spix's macaw",0,0,0,0,0,0
"Aves","Cyanoramphus","auriceps","Yellow-fronted parakeet",0,0,0,0,0,0
"Aves","Cyanoramphus","novaezelandiae","Red-fronted parakeet",0,0,0,0,0,0
"Aves","Deroptyus","accipitrinus","Red-fan parrot",0,0,0,0,0,0
"Aves","Diopsittaca","nobilis","Red-shouldered macaw",0,0,0,0,0,0
"Aves","Eclectus","roratus","Eclectus parrot",0,0,0,0,0,0
"Aves","Enicognathus","leptorhynchus","Slender-billed parakeet",0,0,0,0,0,0
"Aves","Eolophus","roseicapilla","Galah",0,0,0,0,0,0
"Aves","Eos","bornea","Red lory",0,0,0,0,0,0
"Aves","Eos","cyanogenia","Black-winged lory",0,0,0,0,0,0
"Aves","Eos","histrio","Red-and-blue lory",0,0,0,0,0,0
"Aves","Eos","reticulata","Blue-streaked lory",0,0,0,0,0,0
"Aves","Eos","squamata","Violet-necked lory",0,0,0,0,0,0
"Aves","Eunymphicus","cornutus","Horned parakeet",0,0,0,0,0,0
"Aves","Forpus","coelestis","Pacific parrotlet",0,0,0,0,0,0
"Aves","Forpus","cyanopygius","Mexican parrotlet",0,0,0,0,0,0
"Aves","Forpus","passerinus","Green-rumped parrotlet",0,0,0,0,0,0
"Aves","Forpus","xanthops","Yellow-faced parrotlet",0,0,0,0,0,0
"Aves","Glossopsitta","concinna","Musk lorikeet",0,0,0,0,0,0
"Aves","Glossopsitta","porphyrocephala","Purple-crowned lorikeet",0,0,0,0,0,0
"Aves","Graydidascalus","brachyurus","Short-tailed parrot",0,0,0,0,0,0
"Aves","Guaruba","guarouba","Golden conure",0,0,0,0,0,0
"Aves","Loriculus","galgulus","Blue-crowned hanging parrot",0,0,0,0,0,0
"Aves","Loriculus","philippensis","Colasisi",0,0,0,0,0,0
"Aves","Loriculus","vernalis","Vernal hanging parrot",0,0,0,0,0,0
"Aves","Lorius","domicella","Purple-naped lory",0,0,0,0,0,0
"Aves","Lorius","garrulus","Chattering lory",0,0,0,0,0,0
"Aves","Lorius","lory","Black-capped lory",0,0,0,0,0,0
"Aves","Melopsittacus","undulatus","Budgerigar",0,0,0,0,0,0
"Aves","Myiopsitta","monachus","Monk parakeet",0,0,0,0,0,0
"Aves","Nandayus","nenday","Nanday parakeet",0,0,0,0,0,0
"Aves","Neophema","chrysogaster","Orange-bellied parakeet",0,0,0,0,0,0
"Aves","Neophema","chrysostoma","Blue-winged parrot",0,0,0,0,0,0
"Aves","Neophema","elegans","Elegant parrot",0,0,0,0,0,0
"Aves","Neophema","pulchella","Turquoise parrot",0,0,0,0,0,0
"Aves","Neophema","splendida","Scarlet-chested parrot",0,0,0,0,0,0
"Aves","Neopsephotus","bourkii","Bourke's parrot",0,0,0,0,0,0
"Aves","Nestor","meridionalis","Kaka",0,0,0,0,0,0
"Aves","Nestor","notabilis","Kea",0,0,0,0,0,0
"Aves","Northiella","haematogaster","Bluebonnet",0,0,0,0,0,0
"Aves","Nymphicus","hollandicus","Cockatiel",0,0,0,0,0,0
"Aves","Pezoporus","wallicus","Ground parrot",0,0,0,0,0,0
"Aves","Phigys","solitarius","Collared lory",0,0,0,0,0,0
"Aves","Pionites","leucogaster","White-bellied parrot",0,0,0,0,0,0
"Aves","Pionites","melanocephalus","Black-headed parrot",0,0,0,0,0,0
"Aves","Pionopsitta","pileata","Pileated parrot",0,0,0,0,0,0
"Aves","Pionus","maximiliani","Scaly-headed parrot",0,0,0,0,0,0
"Aves","Pionus","menstruus","Blue-headed parrot",0,0,0,0,0,0
"Aves","Platycercus","adscitus","White-cheeked rosella",0,0,0,0,0,0
"Aves","Platycercus","caledonicus","Green rosella",0,0,0,0,0,0
"Aves","Platycercus","elegans","Crimson rosella",0,0,0,0,0,0
"Aves","Platycercus","eximius","Eastern rosella",0,0,0,0,0,0
"Aves","Platycercus","icterotis","Western rosella",0,0,0,0,0,0
"Aves","Platycercus","venustus","Northern rosella",0,0,0,0,0,0
"Aves","Poicephalus","cryptoxanthus","Brown-headed parrot",0,0,0,0,0,0
"Aves","Poicephalus","gulielmi","Red-fronted parrot",0,0,0,0,0,0
"Aves","Poicephalus","meyeri","Brown parrot",0,0,0,0,0,0
"Aves","Poicephalus","robustus","Cape parrot, or Brown-necked parrot",0,0,0,0,0,0
"Aves","Poicephalus","rueppellii","Ruppel's parrot",0,0,0,0,0,0
"Aves","Poicephalus","rufiventris","Red-bellied parrot",0,0,0,0,0,0
"Aves","Poicephalus","senegalus","Senegal parrot",0,0,0,0,0,0
"Aves","Polytelis","alexandrae","Alexandra's parrot",0,0,0,0,0,0
"Aves","Polytelis","anthopeplus","Regent parrot",0,0,0,0,0,0
"Aves","Polytelis","swainsonii","Superb parrot",0,0,0,0,0,0
"Aves","Primolius","maracana","Blue-winged macaw",0,0,0,0,0,0
"Aves","Probosciger","aterrimus","Palm cockatoo",0,0,0,0,0,0
"Aves","Prosopeia","personata","Masked shining parrot",0,0,0,0,0,0
"Aves","Prosopeia","splendens","Crimson shining parrot",0,0,0,0,0,0
"Aves","Prosopeia","tabuensis","Red shining parrot",0,0,0,0,0,0
"Aves","Psephotus","dissimilis","Hooded parrot",0,0,0,0,0,0
"Aves","Psephotus","haematonotus","Red-rumped parrot",0,0,0,0,0,0
"Aves","Psephotus","varius","Mulga parrot",0,0,0,0,0,0
"Aves","Pseudeos","fuscata","Dusky lory",0,0,0,0,0,0
"Aves","Psilopsiagon","aymara","Grey-hooded parakeet",0,0,0,0,0,0
"Aves","Psittacula","alexandri","Red-breasted parakeet",0,0,0,0,0,0
"Aves","Psittacula","calthropae","Layard's parakeet",0,0,0,0,0,0
"Aves","Psittacula","columboides","Malabar parakeet",0,0,0,0,0,0
"Aves","Psittacula","cyanocephala","Plum-headed parakeet",0,0,0,0,0,0
"Aves","Psittacula","eupatria","Alexandrine parakeet",0,0,0,0,0,0
"Aves","Psittacula","krameri","Rose-ringed parakeet",0,0,0,0,0,0
"Aves","Psittaculirostris","desmarestii","Large fig parrot",0,0,0,0,0,0
"Aves","Psittaculirostris","edwardsii","Edward's fig parrot",0,0,0,0,0,0
"Aves","Psittaculirostris","salvadorii","Salvadori's fig parrot",0,0,0,0,0,0
"Aves","Psittacus","erithacus","Grey parrot",0,0,0,0,0,0
"Aves","Psitteuteles","goldiei","Goldie's lorikeet",0,0,0,0,0,0
"Aves","Psitteuteles","iris","Iris lorikeet",0,0,0,0,0,0
"Aves","Psittinus","cyanurus","Blue-rumped parrot",0,0,0,0,0,0
"Aves","Psittrichas","fulgidus","Pesquet's parrot",0,0,0,0,0,0
"Aves","Purpureicephalus","spurius","Red-capped parrot",0,0,0,0,0,0
"Aves","Pyrrhura","leucotis","White-eared conure",0,0,0,0,0,0
"Aves","Pyrrhura","perlata","Crimson-bellied parakeet",0,0,0,0,0,0
"Aves","Rhynchopsitta","pachyrhyncha","Thick-billed parrot",0,0,0,0,0,0
"Aves","Strigops","habroptila","Kakapo",0,0,0,0,0,0
"Aves","Tanygnathus","megalorynchos","Great-billed parrot",0,0,0,0,0,0
"Aves","Tanygnathus","sumatranus","Blue-backed parrot",0,0,0,0,0,0
"Aves","Trichoglossus","chlorolepidotus","Scaly-breasted lorikeet",0,0,0,0,0,0
"Aves","Trichoglossus","euteles","Olive-headed lorikeet",0,0,0,0,0,0
"Aves","Trichoglossus","haematodus","Rainbow lorikeet",0,0,0,0,0,0
"Aves","Trichoglossus","johnstoniae","Mindanao lorikeet",0,0,0,0,0,0
"Aves","Trichoglossus","ornatus","Ornate lorikeet",0,0,0,0,0,0
"Aves","Triclaria","malachitacea","Blue-bellied parrot",0,0,0,0,0,0
"Aves","Vini","australis","Blue-crowned lorikeet",0,0,0,0,0,0
"Aves","Vini","peruviana","Blue lorikeet",0,0,0,0,0,0
"Aves","Rhea","americana","Greater rhea",0,0,0,0,0,0
"Aves","Aptenodytes","forsteri","Emperor penguin",0,0,0,0,0,0
"Aves","Aptenodytes","patagonicus","King penguin",0,0,0,0,0,0
"Aves","Eudyptes","schlegeli","Royal penguin",0,0,0,0,0,0
"Aves","Eudyptula","minor","Little penguin",0,0,0,0,0,0
"Aves","Pygoscelis","papua","Gentoo penguin",0,0,0,0,0,0
"Aves","Spheniscus","demersus","Jackass penguin",0,0,0,0,0,0
"Aves","Spheniscus","humboldti","Humboldt penguin",0,0,0,0,0,0
"Aves","Spheniscus","magellanicus","Magellanic penguin",0,0,0,0,0,0
"Aves","Spheniscus","mendiculus","Galapagos penguin",0,0,0,0,0,0
"Aves","Aegolius","acadicus","Northern saw-whet owl",0,0,0,0,0,0
"Aves","Aegolius","funereus","Boreal owl",0,0,0,0,0,0
"Aves","Asio","flammeus","Short-eared owl",0,0,0,0,0,0
"Aves","Asio","otus","Long-eared owl",0,0,0,0,0,0
"Aves","Athene","cunicularia","Burrowing owl",0,0,0,0,0,0
"Aves","Athene","noctua","Little owl",0,0,0,0,0,0
"Aves","Bubo","bubo","Eurasian eagle-owl",0,0,0,0,0,0
"Aves","Bubo","scandiacus","Snowy owl",0,0,0,0,0,0
"Aves","Bubo","virginianus","Great horned owl",0,0,0,0,0,0
"Aves","Glaucidium","passerinum","Eurasian pygmy-owl",0,0,0,0,0,0
"Aves","Megascops","asio","Eastern screech-owl",0,0,0,0,0,0
"Aves","Megascops","kennicottii","Western screech-owl",0,0,0,0,0,0
"Aves","Micrathene","whitneyi","Elf owl",0,0,0,0,0,0
"Aves","Ninox","connivens","Barking owl",0,0,0,0,0,0
"Aves","Ninox","novaeseelandiae","Morepork",0,0,0,0,0,0
"Aves","Ninox","strenua","Powerful owl",0,0,0,0,0,0
"Aves","Otus","flammeolus","Flammulated owl",0,0,0,0,0,0
"Aves","Otus","scops","Common scops-owl, or Eurasian scops-owl",0,0,0,0,0,0
"Aves","Pulsatrix","perspicillata","Spectacled owl",0,0,0,0,0,0
"Aves","Strix","aluco","Tawny owl",0,0,0,0,0,0
"Aves","Strix","nebulosa","Great grey owl",0,0,0,0,0,0
"Aves","Strix","occidentalis","Spotted owl",0,0,0,0,0,0
"Aves","Strix","uralensis","Ural owl",0,0,0,0,0,0
"Aves","Strix","varia","Barred owl",0,0,0,0,0,0
"Aves","Surnia","ulula","Northern hawk-owl",0,0,0,0,0,0
"Aves","Tyto","alba","Barn owl",0,0,0,0,0,0
"Aves","Tyto","javanica","Eastern barn owl",0,0,0,0,0,0
"Aves","Tyto","tenebricosa","Greater sooty owl",0,0,0,0,0,0
"Aves","Struthio","camelus","Ostrich",0,0,0,0,0,0
"Aves","Anhinga","anhinga","Anhinga",0,0,0,0,0,0
"Aves","Anhinga","melanogaster","Darter",0,0,0,0,0,0
"Aves","Anhinga","novaehollandiae","Australasian darter",0,0,0,0,0,0
"Aves","Fregata","andrewsi","Christmas Island frigatebird",0,0,0,0,0,0
"Aves","Fregata","ariel","Lesser frigatebird",0,0,0,0,0,0
"Aves","Fregata","magnificens","Magnificent frigatebird",0,0,0,0,0,0
"Aves","Fregata","minor","Great frigatebird",0,0,0,0,0,0
"Aves","Microcarbo","melanoleucos","Little pied cormorant",0,0,0,0,0,0
"Aves","Phalacrocorax","aristotelis","European shag",0,0,0,0,0,0
"Aves","Phalacrocorax","auritus","Double-crested cormorant",0,0,0,0,0,0
"Aves","Phalacrocorax","brasilianus","Neotropic cormorant",0,0,0,0,0,0
"Aves","Phalacrocorax","carbo","Great cormorant",0,0,0,0,0,0
"Aves","Phalacrocorax","fuscescens","Black-faced cormorant",0,0,0,0,0,0
"Aves","Phalacrocorax","pelagicus","Pelagic cormorant",0,0,0,0,0,0
"Aves","Phalacrocorax","penicillatus","Brandt's cormorant",0,0,0,0,0,0
"Aves","Phalacrocorax","sulcirostris","Little black cormorant",0,0,0,0,0,0
"Aves","Phalacrocorax","varius","Australian pied cormorant",0,0,0,0,0,0
"Aves","Morus","bassanus","Northern gannet",0,0,0,0,0,0
"Aves","Morus","serrator","Australasian gannet",0,0,0,0,0,0
"Aves","Sula","dactylatra","Masked booby",0,0,0,0,0,0
"Aves","Sula","granti","Nazca booby",0,0,0,0,0,0
"Aves","Sula","leucogaster","Brown booby",0,0,0,0,0,0
"Aves","Sula","nebouxii","Blue-footed booby",0,0,0,0,0,0
"Aves","Sula","sula","Red-footed booby",0,0,0,0,0,0
"Aves","Tinamus","solitarius","Solitary tinamou",0,0,0,0,0,0
"Cephalaspidomorphi","Caspiomyzon","wagneri","Volga lamprey",0,0,0,0,0,0
"Cephalaspidomorphi","Entosphenus","tridentatus","Pacific lamprey",0,0,0,0,0,0
"Cephalaspidomorphi","Eudontomyzon","danfordi","Carpathian lamprey",0,0,0,0,0,0
"Cephalaspidomorphi","Eudontomyzon","mariae","Ukrainian brook lamprey",0,0,0,0,0,0
"Cephalaspidomorphi","Ichthyomyzon","castaneus","Chestnut lamprey",0,0,0,0,0,0
"Cephalaspidomorphi","Ichthyomyzon","greeleyi","Mountain brook lamprey",0,0,0,0,0,0
"Cephalaspidomorphi","Ichthyomyzon","unicuspis","Silver lamprey",0,0,0,0,0,0
"Cephalaspidomorphi","Lampetra","aepyptera","Least brook lamprey",0,0,0,0,0,0
"Cephalaspidomorphi","Lampetra","fluviatilis","European river lamprey",0,0,0,0,0,0
"Cephalaspidomorphi","Lampetra","planeri","European brook lamprey",0,0,0,0,0,0
"Cephalaspidomorphi","Lethenteron","appendix","American brook lamprey",0,0,0,0,0,0
"Cephalaspidomorphi","Lethenteron","camtschaticum","Arctic lamprey",0,0,0,0,0,0
